Number,Price,Lot_Size,Waterfront,Age,Land_Value,New_Construct,Central_Air,Fuel_Type,Heat_Type,Sewer_Type,Living_Area,Pct_College,Bedrooms,Fireplaces,Bathrooms,Rooms
1180,168000,0.08,0,9,1000,0,1,Gas,Hot_Air,Private,1536,36,3,0,1.5,7
1181,171000,0.58,0,14,19000,0,0,Oil,Hot_Air,,1636,35,4,,1.5,9
1182,195000,0.41,0,15,,0,0,Gas,Hot_Air,Private,1944,35,3,1,1.5,7
1183,201880,0.46,0,19,18800,0,0,Gas,Hot_Air,Private,1676,35,3,1,2,7
1184,145000,0.47,0,12,10700,0,1,Gas,Hot_Air,Private,1040,36,3,0,1,5
1185,206000,0.01,0,13,1000,0,1,Gas,Hot_Air,Private,1800,36,3,1,2.5,7
1186,78000,0.14,0,85,7800,0,0,Oil,Hot_Air,Private,1394,21,3,1,1.5,6
1187,320900,0.47,1,5,20400,0,0,Oil,Hot_Water,Private,1885,21,2,1,2,7
1188,159000,0.61,0,1,19500,0,0,Oil,Hot_Water,Private,1056,21,3,0,2,4
1189,180000,0.16,0,38,54900,0,0,Gas,Hot_Air,Public,1593,62,3,0,1.5,4
1190,129900,0.05,0,125,45000,0,0,Oil,,Public,1436,62,4,0,1,5
1191,150000,0.38,0,34,57800,0,0,Gas,Hot_Air,Public,1668,62,4,1,1.5,5
1192,171134,0.25,0,35,50000,0,0,Gas,Hot_Air,Public,1302,62,3,0,2,4
1193,151000,0.37,0,33,57200,0,1,Gas,Hot_Air,Public,1239,62,3,1,1,7
1194,100000,0.31,0,,64400,0,0,Oil,Hot_Water,Public,840,62,2,0,1,3
1195,655000,0.19,0,55,103000,0,0,Gas,Hot_Air,Public,780,62,2,0,1.5,6
1196,243500,0.29,0,3,64400,0,1,Gas,Hot_Air,Public,1728,62,3,0,2.5,7
1197,265000,0.18,0,140,56700,0,0,Gas,Hot_Air,Public,1666,62,3,0,1,8
1198,400000,0.24,0,4,75400,0,1,Gas,Hot_Air,Public,2022,62,3,,2.5,7
1199,272800,0.08,0,,183300,0,0,Gas,Hot_Air,Private,2225,62,4,1,2,9
1200,255000,0.17,0,115,53700,0,0,Gas,Hot_Air,Public,1023,62,2,0,1,6
1201,220000,0.13,0,17,51400,0,1,Electric,Electric,Public,1290,62,2,0,1.5,4
1202,775000,0.48,0,31,,0,1,Gas,Hot_Air,Public,3968,62,5,,3.5,12
1203,233000,0.14,0,129,93000,0,0,Gas,Hot_Water,Public,1699,62,4,0,1,9
1204,216977,0.48,0,27,57800,0,0,Gas,Hot_Water,Public,2137,62,4,0,1,9
1205,245000,0.03,0,5,27000,0,1,Gas,Hot_Air,Public,1428,62,2,1,2.5,4
1206,159000,0.24,0,35,49100,0,1,Gas,Hot_Air,Public,936,62,3,,1,8
1207,725000,0.21,0,3,70600,0,1,Gas,Hot_Air,Public,2586,62,4,,3,10
1208,268300,0.16,0,6,36800,0,0,Gas,Hot_Air,Public,1373,62,3,1,2,5
1209,159000,0.28,0,33,51800,0,0,Gas,Hot_Air,Public,1272,62,3,0,1,6
1210,155000,0.3,0,33,53000,0,1,Gas,Hot_Air,Public,1368,62,3,1,2,8
1211,345000,0.29,0,18,46400,0,1,Gas,Hot_Air,Public,2120,62,4,1,2.5,11
1212,165200,0.3,0,34,53000,0,0,Gas,Hot_Air,Public,1279,62,2,0,1,5
1213,185000,0.53,0,35,66500,0,1,Gas,Hot_Air,Public,1104,62,2,0,1,3
1214,225500,0.28,0,41,64000,0,0,Gas,Hot_Water,Public,1092,62,3,1,1,4
1215,420000,0.11,0,121,87000,0,0,Gas,Hot_Water,Public,2247,62,4,0,2,10
1216,220000,0.18,0,53,101000,0,0,Gas,Hot_Water,Public,1146,62,4,0,1.5,7
1217,620000,0.53,0,23,225800,0,0,Gas,Hot_Air,Public,3250,62,3,2,2.5,10
1218,260000,0.35,0,18,50000,0,1,Gas,Hot_Air,Public,1920,62,4,1,2.5,10
1219,359900,0.5,0,0,65000,0,0,Gas,Hot_Air,Public,1932,62,3,1,2,7
1220,375000,0.14,0,4,112100,0,1,Gas,Hot_Air,Public,1620,62,3,0,2.5,7
1221,302900,0.22,0,50,72000,0,0,Gas,Hot_Water,Public,1640,62,3,0,1,4
1222,175000,0.17,0,39,55800,0,0,Gas,Hot_Air,Public,1040,62,5,0,1.5,6
1223,260000,5.35,0,37,137800,0,1,Oil,Hot_Air,Private,1676,62,4,,2,8
1224,270000,0.33,0,16,48800,0,1,Gas,Hot_Air,Public,1991,62,3,1,2.5,6
1225,485000,0.24,0,,60200,0,1,Gas,Hot_Air,Public,1908,62,4,1,3.5,9
1226,200000,0.57,0,85,62500,0,0,Oil,Hot_Air,Public,966,62,3,0,1,4
1227,367000,0.03,0,19,27000,0,1,Gas,Hot_Air,Public,1815,62,2,1,2.5,5
1228,175000,0.3,0,32,53000,0,0,Gas,Hot_Air,Public,1664,62,3,0,1,7
1229,203000,0.04,0,19,25600,0,1,Gas,Hot_Air,Public,1216,62,2,1,2,4
1230,170000,0.16,0,33,54900,0,1,Gas,Hot_Air,Public,1564,62,3,0,2,7
1231,375000,0.31,0,32,143200,0,1,Gas,Hot_Air,Public,2752,62,4,1,2.5,10
1232,159900,0.25,0,35,50000,0,0,Gas,Hot_Air,Public,936,62,3,0,1,4
1233,230000,0.14,0,95,50800,0,0,Gas,Hot_Air,Public,1617,62,4,,1.5,9
1234,375000,0.12,0,69,195000,0,0,Gas,Hot_Water,Public,1452,62,3,1,2,5
1235,421000,0.31,0,5,80600,0,1,Gas,Hot_Air,Public,1911,62,3,1,2.5,6
1236,218000,0.28,0,31,80800,0,1,Gas,Hot_Air,Public,1580,62,3,,1.5,4
1237,167850,0.27,0,34,51200,0,1,Gas,Hot_Air,Public,1920,62,3,1,1,5
1238,252500,0.21,0,80,115000,0,0,Gas,Hot_Water,Public,1155,62,4,0,1.5,7
1239,650000,0.34,0,3,82400,0,1,Gas,Hot_Air,Public,3770,62,4,,2.5,12
1240,380000,0.04,0,18,36000,0,1,Gas,Hot_Air,Public,1675,62,2,1,2.5,6
1241,214500,0.21,0,33,107000,0,0,Gas,Hot_Air,Public,912,62,3,0,1,4
1242,218500,0.17,0,115,55800,0,0,Gas,Hot_Water,Public,1510,62,3,0,1,8
1243,174000,0.16,0,35,54900,0,1,Gas,Hot_Air,Public,864,62,2,0,1,6
1244,225000,0.46,0,35,62600,0,1,Gas,Hot_Air,Public,1600,62,4,0,2,6
1245,309750,0.07,0,15,48200,0,1,Gas,Hot_Air,Public,1744,62,3,,2.5,5
1246,658300,0.69,0,3,101500,0,1,Gas,,Public,3208,62,4,1,2.5,11
1247,203000,0.06,0,16,45800,0,1,Gas,Hot_Air,Public,1290,62,2,0,1.5,7
1248,375000,0.03,0,,27000,0,1,Gas,Hot_Air,Public,1900,62,2,1,2.5,7
1249,62500,1,0,25,24700,0,0,Oil,Hot_Air,Private,2808,35,3,,1,11
1250,205000,0.19,0,18,7300,0,0,Gas,Hot_Air,Public,1576,35,3,,1.5,4
1251,84500,0.2,0,135,7300,0,0,Gas,Hot_Water,Public,1118,35,3,0,1,5
1252,280500,1.09,0,8,23000,0,1,Gas,,Private,1752,35,3,2,2,6
1253,182000,0.02,0,32,22500,0,0,Electric,Electric,Private,1753,35,3,0,1.5,5
1254,571000,1,0,14,128500,0,1,Gas,Hot_Air,,2186,62,3,0,2.5,10
1255,168000,0.25,0,35,50000,0,0,Gas,Hot_Air,Public,1800,62,2,0,1,5
1256,354000,0.46,0,30,56600,0,1,Gas,Hot_Air,Public,2462,62,5,1,2.5,10
1257,238000,0.2,0,50,70000,0,0,Gas,Hot_Water,Public,1286,62,5,0,2,10
1258,182000,0.16,0,35,97000,0,1,Gas,Hot_Air,Public,1337,62,3,,1,8
1259,218500,0.17,0,5,37600,0,0,Gas,Hot_Air,Public,1170,62,2,1,2.5,4
1260,227500,0.55,0,53,73400,0,0,Gas,Hot_Air,Public,1185,62,3,0,1,4
1261,375000,0.5,0,19,59000,0,1,Gas,Hot_Air,Public,2424,62,4,1,2.5,8
1262,399900,0.09,0,125,83000,0,0,Gas,Hot_Water,Public,1828,62,3,,1.5,7
1263,360000,0.34,0,41,80000,0,1,Electric,Electric,Private,2176,62,4,1,2.5,8
1264,412500,0.39,0,4,85400,0,1,Gas,Hot_Air,Public,2000,62,3,,2.5,6
1265,268500,0.18,0,,38400,0,1,Gas,Hot_Air,Public,1340,62,3,1,2.5,8
1266,300300,0.13,0,52,63000,0,0,Gas,Hot_Air,Public,1208,62,3,0,1,6
1267,382500,0.19,0,,,0,1,Gas,Hot_Air,Public,2244,62,4,1,2.5,10
1268,189000,0.3,0,31,53000,0,0,Gas,Hot_Air,Public,1592,62,3,1,1.5,7
1269,295000,0.39,0,17,52400,0,1,Gas,Hot_Air,Public,1831,62,3,,2.5,7
1270,220000,0.01,0,37,182600,0,0,Gas,Hot_Water,Private,1093,62,2,1,1.5,5
1271,223000,0.12,0,,89000,0,0,Gas,Hot_Water,Public,1460,62,2,0,1,5
1272,399000,0.25,0,,115000,0,0,Gas,Hot_Water,Public,2128,62,3,1,1.5,10
1273,169480,0.24,0,30,49100,0,0,Gas,Hot_Air,Public,1368,62,3,,1,5
1274,347750,0.15,0,1,36000,0,1,Gas,Hot_Air,Public,2200,62,3,1,2.5,8
1275,455000,0.25,0,23,61000,0,1,Gas,Hot_Air,Public,2310,62,2,1,3,8
1276,249900,0.04,0,12,25600,0,1,Gas,Hot_Air,Public,1776,62,3,1,2.5,7
1277,250000,0.05,0,,32000,0,1,Electric,Electric,Public,1852,62,3,0,2.5,9
1278,265000,0.32,0,42,144900,0,1,Gas,Hot_Air,Public,1092,62,2,,2,4
1279,670000,0.11,0,121,87000,0,0,Gas,Hot_Water,Public,2247,62,4,0,2,8
1280,195000,0.11,0,19,49800,0,1,Gas,Hot_Air,Public,1311,62,3,0,1.5,8
1281,360000,0.13,0,,110200,0,1,Gas,Hot_Air,Public,1392,62,3,0,2.5,4
1282,175000,0.4,0,33,59000,0,1,Gas,Hot_Air,Public,1116,62,4,0,1.5,8
1283,166500,0.1,0,115,49500,0,0,Gas,Hot_Air,Public,812,62,2,0,1,4
1284,190100,0.48,0,27,31700,0,0,Gas,Hot_Air,Private,1872,52,4,,2.5,8
1285,180500,0.75,0,8,20500,0,1,Electric,Hot_Air,Public,1248,40,3,0,2,5
1286,440000,0.19,1,3,97300,0,0,Gas,,Private,1702,52,2,,2,4
1287,170000,0.51,0,57,13300,0,0,Oil,Hot_Water,Private,1346,52,2,1,1,4
1288,220000,0.63,0,20,17700,0,0,Gas,Hot_Water,Private,1596,52,3,1,2,6
1289,70500,0.09,0,57,1000,0,0,Gas,Hot_Air,Public,884,36,3,0,1,7
1290,65000,0.13,0,137,700,0,0,Gas,Hot_Air,Private,814,36,2,0,1,3
1291,127500,0.19,0,71,3200,0,0,Gas,Hot_Air,Public,720,36,2,0,1,5
1292,155000,0.57,0,28,2600,0,0,Electric,Electric,Private,2051,36,3,,1,5
1293,255500,0.92,0,11,2600,0,1,Oil,Hot_Air,Private,1590,36,2,,2,6
1294,136000,0.35,0,39,1600,0,0,Electric,Electric,Private,1202,36,3,0,1,6
1295,204000,0.86,0,16,4300,0,0,Oil,Hot_Water,Private,2016,36,3,,1.5,5
1296,200000,0.8,0,6,2000,0,0,Gas,Hot_Air,Private,1274,36,3,1,2,6
1297,163000,0.36,0,40,3600,0,0,Oil,Hot_Air,Private,960,36,3,,1,5
1298,149350,0.44,0,47,4000,0,1,Gas,,Private,1056,36,3,0,1,6
1299,235000,0.25,0,12,5200,0,1,Oil,Hot_Air,Private,1820,36,3,0,3.5,8
1300,260000,0.65,0,27,16500,0,0,Gas,Hot_Air,Private,2486,62,4,,2.5,7
1301,210000,0.46,0,27,13800,0,1,Gas,Hot_Air,Private,1890,62,3,0,2.5,9
1302,159900,0.7,0,84,4600,0,0,Oil,Hot_Water,Private,1274,36,4,1,1,6
1303,209000,0.55,0,14,3000,0,1,Oil,Hot_Air,Private,1716,36,4,0,2,6
1304,135000,0.35,0,22,12000,0,1,Electric,Electric,Private,1336,62,2,1,1.5,4
1305,200000,0.96,0,45,8700,0,0,Gas,Hot_Air,Private,1392,62,3,,1,5
1306,432600,0.54,0,1,20400,0,1,Gas,Hot_Air,Private,2346,62,4,0,2.5,10
1307,195000,0.47,0,19,14100,0,0,Gas,Hot_Air,Private,1475,62,3,0,1.5,7
1308,165000,0.52,0,16,5500,0,0,Electric,Electric,Private,1248,27,3,0,2,6
1309,198000,0.15,0,16,10000,1,1,Electric,Electric,Private,1920,27,4,1,2.5,10
1310,219000,0.65,0,2,4000,0,0,Oil,Hot_Air,Private,2040,27,4,0,2.5,8
1311,430000,1.34,1,15,75700,0,0,Electric,Electric,Private,2649,21,3,1,3,7
1312,120000,0.17,0,105,4100,0,0,Oil,Hot_Air,Private,1500,64,3,,1,6
1313,373735,0.53,0,1,233000,1,1,Gas,Hot_Air,Public,3163,64,4,1,2.5,10
1314,183853,0.14,0,18,,0,1,Gas,Hot_Air,Public,1343,64,2,,1.5,4
1315,213500,0.46,0,17,36600,0,1,Gas,Hot_Air,Public,1573,64,3,,2,5
1316,155000,0.09,0,18,20500,0,1,Electric,Electric,Public,1270,64,3,1,1.5,4
1317,197000,0.41,0,14,26700,0,0,Gas,Hot_Air,Public,1316,64,3,0,1.5,8
1318,392499,0.48,0,11,47400,0,1,Gas,Hot_Air,Public,3092,64,4,1,2.5,11
1319,229900,0.44,0,7,24200,0,0,Gas,Hot_Air,Public,1328,64,3,1,2.5,8
1320,289250,0.42,0,14,28500,0,0,Oil,Hot_Water,Private,2560,64,4,,2.5,12
1321,189900,0.12,0,17,16800,0,1,Gas,Hot_Air,Public,1343,64,2,1,2.5,6
1322,397200,0.46,0,1,3200,1,1,Gas,Hot_Air,Public,3250,64,4,1,3,12
1323,389405,0.35,0,1,233000,1,1,Gas,Hot_Air,Public,3086,64,3,1,2.5,8
1324,135000,0.66,0,155,25200,0,0,Oil,Hot_Water,Private,1080,64,2,1,1,3
1325,174000,0.13,0,16,18200,0,1,Gas,Hot_Air,Public,1120,64,2,1,1.5,6
1326,525000,0.46,0,1,70100,0,1,Gas,Hot_Air,Public,2876,64,5,1,3.5,12
1327,135000,0.01,0,19,9900,0,1,Electric,Electric,Public,1281,64,2,0,2.5,3
1328,412000,0.62,0,9,57800,0,1,Gas,Hot_Air,Public,2900,64,4,,2.5,10
1329,186000,0.08,0,18,20400,0,1,Gas,Hot_Air,Public,1512,64,2,1,1.5,7
1330,453935,0.58,0,1,233000,1,1,Gas,Hot_Air,Public,2879,64,4,1,2.5,9
1331,355000,0.69,0,3,43700,0,1,Gas,Hot_Air,Public,2537,64,4,1,2,11
1332,186000,0.35,0,37,23500,0,0,Gas,Hot_Water,Public,1056,64,3,0,1,4
1333,197000,0.14,0,16,19600,0,0,Gas,Hot_Air,Public,1296,64,2,,1.5,6
1334,180000,0.13,0,,20900,0,1,Electric,Electric,Public,1512,64,2,1,1.5,3
1335,178000,0.47,0,27,32000,0,0,Oil,Hot_Air,Public,1338,64,3,1,2,7
1336,305000,0.33,0,10,35400,0,1,Gas,Hot_Air,Public,2368,64,4,,2.5,7
1337,262000,0.46,0,8,25100,0,1,Gas,Hot_Air,Public,1528,64,3,0,2.5,4
1338,225000,0.89,0,,30900,0,1,Gas,Hot_Air,Public,1857,64,4,1,2.5,8
1339,403040,0.49,0,0,233000,1,1,Gas,Hot_Air,Public,3320,64,4,,2.5,12
1340,388500,0.46,0,14,36600,0,1,Gas,Hot_Air,Public,2227,64,4,1,2.5,10
1341,417000,0.13,0,6,,0,1,Gas,Hot_Air,Public,2742,64,4,1,2.5,11
1342,410000,0.5,0,9,37800,0,0,Gas,Hot_Air,Public,2988,64,5,1,2.5,11
1343,170000,0.35,0,17,37000,0,1,Gas,Hot_Air,Public,1656,64,3,1,1.5,8
1344,295000,0.01,0,9,28400,0,0,Gas,Hot_Air,Public,1760,64,3,1,2.5,5
1345,216000,0.38,0,39,25000,0,0,Gas,Hot_Air,Public,1702,64,4,1,1.5,8
1346,221649,0.37,0,38,24500,0,0,Gas,Hot_Water,Public,1682,64,3,1,1.5,4
1347,199900,0.21,0,,28800,0,1,Gas,Hot_Air,Public,1180,64,2,1,1.5,4
1348,463000,0.64,0,3,153800,0,1,Gas,Hot_Air,Public,2885,64,4,1,2.5,10
1349,146500,0.02,0,20,14900,0,1,Electric,Electric,Public,1281,64,2,,2.5,3
1350,225000,0.24,0,18,29500,0,1,Gas,Hot_Air,Public,1596,64,3,1,2,4
1351,160000,0.16,0,,15100,0,0,Electric,Electric,Public,1184,40,3,0,2,4
1352,275055,0.46,0,1,108900,1,1,Gas,Hot_Air,Public,2745,40,4,,3,8
1353,315513,0.46,0,1,108900,1,1,Gas,Hot_Air,Public,2680,40,4,1,2.5,11
1354,323759,0.35,0,1,108900,1,0,Gas,Hot_Air,Public,2483,40,3,1,2.5,10
1355,167500,0.92,0,19,25000,0,0,Oil,Hot_Air,Private,1188,40,3,0,1,4
1356,272699,0.3,0,1,108900,1,1,Gas,Hot_Air,Public,2366,40,4,1,3,7
1357,177500,0.31,0,19,27000,0,0,Gas,Hot_Air,Public,1508,40,3,,1.5,4
1358,128000,1,0,50,20500,0,0,Oil,Hot_Water,Private,792,40,2,0,1,4
1359,317105,0.44,0,1,108900,0,0,Gas,Hot_Air,Public,3285,40,4,1,2.5,10
1360,144500,0.15,0,18,15100,0,0,Gas,Electric,Public,1673,40,2,0,2,5
1361,260000,0.33,0,7,26000,0,0,Gas,Hot_Air,Public,2000,64,4,,2.5,7
1362,244000,0.33,0,18,,0,0,Electric,Electric,Public,1561,40,3,1,1.5,4
1363,287989,0.4,0,1,108900,1,1,Gas,Hot_Air,Public,2828,40,4,1,3,9
1364,159000,0.16,0,18,15100,0,0,Electric,Electric,Public,1592,40,3,0,1.5,8
1365,167000,0.16,0,18,15100,0,0,Electric,Electric,Public,1184,40,3,0,2,8
1366,348000,0.17,0,14,10200,0,1,Oil,Hot_Air,Public,1708,40,2,,2,4
1367,140000,0.17,0,26,15200,0,1,Electric,Hot_Air,Public,1276,40,2,1,2,6
1368,145000,0.15,0,20,15100,0,0,Electric,Electric,Public,1184,40,2,0,1.5,3
1369,150450,0.17,0,21,15800,0,0,Electric,Electric,Public,908,40,2,0,1,5
1370,230000,0.95,0,15,32800,0,0,Gas,Hot_Water,Private,1612,64,3,,2,6
1371,147423,0.16,0,19,15700,0,0,Electric,Electric,Public,912,40,2,1,1.5,3
1372,223000,0.33,0,17,27000,0,0,Electric,Electric,Public,1508,40,3,1,1.5,6
1373,167500,0.16,0,18,15100,0,0,Electric,Electric,Public,1492,40,3,0,2.5,6
1374,299000,0.1,0,,6000,0,0,Electric,Electric,Public,874,40,3,,1,5
1375,235900,0.59,0,33,26400,0,0,Gas,Hot_Water,Public,1573,64,4,1,2.5,6
1376,147000,0.24,0,115,7200,0,0,Gas,Hot_Air,Public,1227,64,3,1,1,5
1377,305000,0.53,0,13,31300,0,0,Gas,Hot_Air,Private,2494,64,3,,2.5,7
1378,154000,0.17,0,21,15800,0,0,Electric,Electric,Public,912,40,2,,1.5,7
1379,149000,0.15,0,20,15700,0,0,Electric,Electric,Public,988,40,2,0,1,7
1380,300279,0.54,0,1,108900,1,0,Gas,Hot_Air,Private,2762,40,4,1,3,9
1381,278000,0.64,0,33,26500,0,0,Gas,,Public,2625,64,4,,2.5,10
1382,202000,0.47,0,28,24600,0,0,Electric,Electric,Public,1222,64,2,,1,6
1383,328463,0.49,0,1,108900,1,1,Gas,Hot_Air,Public,3144,40,4,,2.5,10
1384,185000,0.45,0,16,25000,0,0,Gas,Hot_Air,Private,1173,40,3,1,1,5
1385,128000,0.17,0,21,15800,0,0,Electric,Electric,Public,908,40,2,0,1,3
1386,335000,0.92,0,16,32700,0,1,Gas,Hot_Water,Private,2274,64,4,1,2.5,10
1387,148900,0.16,0,18,15700,0,0,Gas,Electric,Public,908,40,2,0,1,4
1388,229900,0.43,0,16,25000,0,0,Gas,Hot_Air,Private,1540,40,3,,1.5,6
1389,215000,0.49,0,28,24900,0,0,Gas,Hot_Air,Public,1196,64,4,1,2,7
1390,253000,0.45,0,16,25000,0,0,Gas,Hot_Air,Private,1780,40,3,,1.5,9
1391,304065,0.34,0,1,108900,1,0,Gas,Hot_Air,Public,2670,40,4,,3,8
1392,222000,0.34,0,26,27000,0,0,Gas,Hot_Air,Public,1581,40,3,1,1.5,5
1393,165000,0.15,0,18,15100,0,0,Electric,Electric,Public,1592,40,3,0,1.5,7
1394,275000,0.37,0,14,31200,0,1,Gas,Hot_Air,Private,2011,40,4,1,2.5,8
1395,325000,0.27,1,105,,0,0,Electric,Electric,Public,1391,40,2,1,1,4
1396,406000,1.08,0,15,21100,0,1,Gas,Hot_Air,Private,2636,40,4,3,2.5,8
1397,230000,0.31,0,19,27000,0,0,Electric,Electric,Public,1656,40,3,1,1.5,6
1398,125000,0.04,0,130,2400,0,0,Gas,Hot_Air,Public,1518,64,3,0,1,8
1399,148000,0.41,0,84,18200,0,0,Oil,Hot_Air,Public,1182,64,3,,1.5,8
1400,279000,0.44,0,9,26000,0,1,Gas,Hot_Air,Public,1836,64,3,0,2.5,8
1401,250000,0.62,0,14,31600,0,1,Gas,Hot_Air,Private,1529,64,2,,2,6
1402,314940,0.37,0,0,108900,1,0,Gas,Hot_Air,Public,2715,40,4,,3,10
1403,165900,0.16,0,21,15100,0,0,Electric,Electric,Public,1184,40,2,0,1.5,3
1404,150000,0.75,0,14,,0,0,Oil,Hot_Air,Private,1120,36,3,,1.5,6
1405,133000,0.15,0,15,2500,0,0,Gas,Hot_Air,Public,1008,36,3,0,1,4
1406,155000,0.37,0,18,2500,0,0,Electric,Electric,Private,1008,36,3,0,1,7
1407,220000,0.41,0,57,4800,0,0,Oil,Hot_Air,Private,2077,36,3,1,2,7
1408,229000,1.61,0,26,4500,0,0,Electric,Electric,Private,1572,36,3,,1.5,4
1409,177000,0.63,0,34,5000,0,0,Oil,Hot_Water,Private,1874,36,4,0,1.5,9
1410,120000,0.11,0,50,1300,0,0,Gas,Hot_Air,Public,768,36,2,0,1,6
1411,195000,0.29,0,3,3800,0,0,Gas,Hot_Air,Private,1552,36,3,,2.5,5
1412,315371,1,0,1,3400,0,0,Gas,Hot_Air,Private,2331,36,4,,2.5,8
1413,137000,0.36,0,48,3600,0,0,Gas,Hot_Air,Private,960,36,2,0,1,3
1414,225700,0.36,0,19,13000,0,0,Electric,Electric,Public,1720,64,3,0,1.5,9
1415,204900,0.34,0,,13000,0,0,Electric,,Public,1437,64,3,,1.5,8
1416,189500,0.34,0,19,13000,0,1,Oil,Hot_Air,Public,1510,64,3,0,2,8
1417,374000,0.72,0,21,26000,0,0,Electric,Electric,Public,3021,28,4,1,2.5,11
1418,319000,0.35,0,,13000,0,0,Gas,Hot_Water,Private,1960,64,4,0,2.5,8
1419,294100,0.39,0,11,13000,0,0,Gas,Hot_Water,Private,2112,64,3,,2.5,10
1420,440760,0.38,0,0,,0,1,Gas,Hot_Air,Private,2917,64,4,,3,10
1421,128000,0.16,0,21,15700,0,0,Electric,Electric,Public,912,40,2,1,1.5,4
1422,239505,0.37,0,1,108900,1,0,Gas,Hot_Air,Public,2244,40,3,1,2.5,10
1423,141700,0.15,0,18,15100,0,0,Electric,Electric,Public,1202,40,2,0,1.5,4
1424,215500,0.34,0,19,27000,0,1,Gas,Hot_Air,Public,2601,40,4,1,2.5,10
1425,320210,0.81,0,1,108900,1,0,Gas,Hot_Air,Public,2492,40,3,1,2.5,9
1426,273495,0.3,0,1,108900,1,0,Gas,Hot_Air,Public,2680,40,4,0,2.5,11
1427,256350,0.35,0,,108900,1,0,Gas,Hot_Air,Public,2271,40,3,1,2.5,6
1428,255000,0.33,0,17,27000,0,0,Electric,Electric,Public,2012,40,3,,3,6
1429,124000,0.09,0,13,6700,0,0,Electric,Electric,Public,920,40,3,0,1,8
1430,293000,1.94,0,5,110000,0,1,Gas,Hot_Air,Private,2111,40,3,1,2,9
1431,147000,0.15,0,20,15100,0,0,Gas,Hot_Water,Public,1184,40,3,1,2,4
1432,284595,0.32,0,1,108900,1,0,Gas,Hot_Air,Public,2627,40,4,1,3,10
1433,342269,0.39,0,1,108900,1,0,Gas,Hot_Air,Public,2641,40,4,1,3,9
1434,229000,0.51,0,25,25000,0,0,Gas,Hot_Water,Public,1736,40,3,1,1.5,8
1435,216900,0.31,0,19,27000,0,0,Electric,Electric,Public,1656,40,3,,1.5,7
1436,164900,0.15,0,22,15100,0,0,Electric,Electric,Public,1168,40,3,1,1.5,6
1437,149000,0.15,0,18,15100,0,0,Gas,Hot_Air,Public,1385,40,2,1,1.5,3
1438,150000,0.18,0,85,3600,0,0,Oil,Hot_Air,Private,969,64,2,0,1,4
1439,214990,0.32,0,17,27000,0,0,Gas,Hot_Water,Public,1508,40,3,1,1.5,6
1440,173000,0.14,0,26,15100,0,1,Gas,Hot_Air,Public,1602,40,2,1,1.5,7
1441,149900,0.17,0,19,15800,0,0,Electric,Electric,Public,912,40,2,1,1.5,4
1442,155000,0.15,0,18,15100,0,0,Electric,Electric,Public,1128,40,2,0,1.5,3
1443,170000,0.16,0,18,15100,0,0,Electric,Electric,Public,1514,40,3,1,1.5,5
1444,237500,0.37,0,19,27000,0,0,Electric,Hot_Water,Public,1535,40,3,0,2,5
1445,297065,0.45,0,1,108900,1,0,Gas,Hot_Air,Public,2722,40,4,0,3,9
1446,342202,0.44,0,,108900,1,1,Gas,Hot_Air,Public,2711,40,4,,2.5,9
1447,345264,0.88,0,1,108900,1,1,Gas,Hot_Air,Public,3020,40,4,,3,11
1448,325046,0.5,0,1,108900,1,0,Gas,Hot_Air,Public,2712,40,4,,2.5,10
1449,367000,1,0,19,21400,0,1,Electric,Electric,Private,2556,64,4,1,2.5,8
1450,159900,0.17,0,21,15200,0,0,Electric,Electric,Public,1184,40,3,0,2,4
1451,145000,0.16,0,21,15700,0,0,Gas,Hot_Air,Public,912,40,2,1,1.5,3
1452,272500,0.32,0,18,27000,0,1,Gas,Hot_Air,Public,2212,40,4,1,2.5,10
1453,163255,0.09,0,25,15100,0,1,Gas,Hot_Air,Public,1602,40,2,,1.5,3
1454,319000,0.47,0,1,108900,1,0,Gas,Hot_Air,Public,3285,40,4,,3,12
1455,160600,0.15,0,20,15100,0,0,Electric,Electric,Public,1406,40,2,0,1.5,3
1456,246000,0.34,0,20,27000,0,1,Gas,Hot_Air,Public,1472,40,3,1,2,6
1457,153000,0.17,0,57,10200,0,0,Oil,Hot_Air,Public,1072,40,2,0,1,6
1458,295000,0.48,0,15,30000,0,0,Gas,Hot_Air,Private,2504,64,5,1,2.5,10
1459,159000,0.16,0,,15100,0,0,Electric,Electric,Public,1184,40,2,0,1.5,3
1460,148400,0.15,0,20,15700,0,0,Electric,Electric,Public,912,40,2,1,1.5,5
1461,311000,0.54,0,10,30000,0,1,Gas,,Public,2120,40,3,0,2.5,7
1462,314000,0.53,0,1,108900,1,0,Gas,Hot_Air,Public,3344,40,4,1,3.5,11
1463,250000,0.4,0,25,27000,0,1,Electric,Hot_Air,Public,2243,40,3,1,2.5,6
1464,149000,0.16,0,21,15700,0,0,Electric,Electric,Public,908,40,2,0,1,3
1465,307890,0.55,0,1,108900,1,0,Gas,Hot_Air,Public,2714,40,4,0,3,12
1466,223000,0.33,0,18,,0,0,Electric,Electric,Public,1360,40,3,,1.5,8
1467,219000,0.47,0,27,24600,0,0,Electric,Electric,Public,1719,64,3,1,1.5,5
1468,178000,0.48,0,28,24800,0,0,Electric,Electric,Public,1404,64,3,1,1.5,6
1469,295925,0.56,0,0,108900,1,0,Gas,Hot_Air,Public,2134,40,4,1,2.5,9
